Year,Tool_Name,Industry,Purpose,Region,Users_Count,Daily_Usage_Hours,Productivity_Gain_Percent,Satisfaction_Level
2024,Fireflies.ai,Education,Content Writing,Asia,53532,2.19,58.4,1
2025,Cursor AI,Media,Image Generation,North America,134420,4.51,59.8,4
2024,GrammarlyGO,Software Development,Presentations,Oceania,116068,1.58,18.9,5
2021,Codeium,E-commerce,Presentations,Asia,48811,1.17,27.5,2
2021,DALL-E,Marketing,Coding,Asia,118692,0.86,49.9,5
2025,Otter.ai,Healthcare,Design,Asia,74234,2.8,24.4,2
2023,Gamma AI,Media,Content Writing,North America,24632,3.1,32.7,1
2024,Adobe Firefly,Marketing,Research,Oceania,79940,1.07,14.6,1
2021,Durable AI,Software Development,Coding,Africa,109340,1.92,49.8,1
2023,Replit Ghostwriter,Design,Research,South America,85172,3.4,61.1,5
2025,Adobe Firefly,Software Development,Content Writing,Europe,89920,3.39,59.2,1
2022,Writesonic,Media,Research,Europe,120170,2.18,26.6,1
2024,Perplexity AI,Education,Meeting Notes,South America,78318,3.01,34.4,2
2024,Cursor AI,Education,Content Writing,North America,84801,0.86,63.9,3
2023,Stable Diffusion,Software Development,Design,Asia,127491,0.45,45.5,1
2025,Descript,Media,Design,Oceania,100063,2.8,13.9,3
2021,Canva Magic Write,Healthcare,Design,Africa,89732,1.69,61.5,2
2023,GrammarlyGO,Finance,Presentations,North America,44747,4.15,64.1,2
2023,Cursor AI,Marketing,Meeting Notes,Oceania,24765,0.54,11.0,3
2024,Tabnine,Education,Data Analysis,South America,56188,3.55,34.1,1
2025,Wordtune,E-commerce,Meeting Notes,Oceania,98696,1.49,40.9,5
2022,Runway ML,Finance,Design,Africa,41935,1.99,54.9,4
2022,Otter.ai,Design,Research,Oceania,79190,1.95,28.7,5
2021,Stable Diffusion,Education,Content Writing,Africa,121773,4.09,26.7,2
2025,GrammarlyGO,Education,Design,Europe,36419,4.25,20.6,2
2024,Wordtune,Education,Content Writing,Oceania,6964,2.09,54.1,3
2022,DeepL Write,Education,Content Writing,Africa,69657,2.46,25.3,5
2024,Cursor AI,Healthcare,Content Writing,Africa,116617,4.68,14.8,2
2025,Replit Ghostwriter,Finance,Presentations,South America,87712,2.8,9.9,2
2022,Claude,Healthcare,Content Writing,South America,95476,2.54,31.2,5
2021,Claude,Finance,Design,Oceania,95605,4.86,40.0,1
2024,Phind,Finance,Data Analysis,Oceania,52531,3.66,11.9,4
2024,Tabnine,Finance,Image Generation,Africa,53118,3.18,61.5,4
2025,Pictory,Marketing,Image Generation,Africa,75801,3.41,12.4,3
2025,Wordtune,Education,Image Generation,Europe,103438,2.2,55.5,5
2024,Fireflies.ai,Finance,Design,South America,20501,4.13,42.9,2
2025,Jasper AI,E-commerce,Meeting Notes,Asia,40849,0.8,28.2,2
2023,Gamma AI,Software Development,Design,Africa,60716,2.24,46.5,4
2021,GrammarlyGO,Finance,Data Analysis,North America,65333,2.16,18.4,2
2025,Cursor AI,Education,Data Analysis,Europe,88131,1.04,55.2,1
2021,Google Gemini,Software Development,Data Analysis,Africa,79198,1.09,58.1,2
2021,Stable Diffusion,Media,Meeting Notes,Oceania,66120,2.92,21.2,3
2025,Midjourney,Marketing,Design,Europe,134647,4.8,20.6,1
2025,Midjourney,Software Development,Coding,North America,82552,4.47,61.3,3
2025,Copy.ai,Education,Content Writing,Asia,88757,3.26,31.0,5
2022,Cursor AI,Healthcare,Research,North America,102781,3.84,38.3,4
2024,Perplexity AI,Design,Presentations,Europe,60009,3.74,55.0,4
2023,Copy.ai,Media,Data Analysis,South America,136541,0.99,55.5,1
2023,Fireflies.ai,Media,Research,Europe,118015,2.33,29.6,3
2022,Runway ML,Design,Content Writing,Asia,86210,4.6,22.3,3
2021,Stable Diffusion,Software Development,Data Analysis,Africa,80302,2.72,25.6,4
2021,Codeium,Marketing,Presentations,North America,118569,2.99,26.5,1
2022,Looka AI,Education,Design,North America,79166,3.72,27.7,4
2021,Writesonic,Finance,Data Analysis,South America,94588,3.45,53.9,1
